Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
268	10686.393	2533.0674	12001.712	3135.1702	12456.268	186.67166	12788.707	12016.601	1000.0	1000.0	2679999	1270.2092	256.72028	1427.9268	-433.7574	-1271.5078	107.05731	21108.465085029602
269	11482.454	848.07544	12122.337	9023.391	10408.067	3082.976	11791.773	1185.2018	1000.0	1000.0	2689999	1269.9595	258.8195	1428.1561	-475.58914	-1271.245	95.0677	21181.017840385437
270	11435.039	602.2847	12008.787	9937.059	11578.886	2222.7053	12615.943	4930.0327	1000.0	1000.0	2699999	1270.4963	259.00778	1429.7549	-858.4826	-1271.7614	104.99189	21253.26134634018
271	11237.702	777.50183	11843.259	9086.792	12385.872	140.00247	12591.368	12130.144	1000.0	1000.0	2709999	1270.1602	261.43866	1429.8718	-1117.5717	-1271.482	109.3498	21325.585342884064
272	10550.012	2069.6875	12002.267	4898.21	11605.198	1890.302	12563.407	5960.3022	1000.0	1000.0	2719999	1271.1584	261.40497	1435.5543	-1076.514	-1272.4716	111.08823	21398.022550821304
273	11578.14	142.5151	11866.594	11429.935	10571.667	3675.8079	12067.821	-446.30856	1000.0	1000.0	2729999	1272.7969	259.06903	1435.9309	-834.3838	-1274.0902	105.94744	21470.43528366089
274	10572.104	1516.6635	12077.88	7505.636	11526.929	2733.9968	12749.829	3352.187	1000.0	1000.0	2739999	1273.1725	257.95538	1430.0682	-731.26166	-1274.4963	112.51839	21542.950979232788
275	10730.568	2231.8267	12007.158	4142.1377	11642.333	257.11432	11866.594	11069.155	1000.0	1000.0	2749999	1272.6749	256.56873	1432.4789	-841.4728	-1273.9752	112.95189	21615.373877763748
276	11068.83	1230.2931	11938.967	7443.8076	12329.035	165.76868	12686.349	12058.925	1000.0	1000.0	2759999	1271.2982	257.5951	1430.5526	-408.50073	-1272.5602	107.98522	21687.685873746872
277	10847.917	1221.3768	11637.513	7872.6255	12170.615	271.49475	12694.375	11668.577	1000.0	1000.0	2769999	1270.3213	259.0968	1432.6073	-256.51743	-1271.6075	107.625374	21759.969924211502
278	11385.851	572.0139	12008.037	10079.49	12244.955	382.84686	12590.487	11215.251	1000.0	1000.0	2779999	1272.4342	252.85332	1427.661	-687.4652	-1273.7952	115.94025	21832.274312973022
279	11045.592	1173.1094	12041.227	7985.0103	10946.796	3143.1587	12459.141	1559.146	1000.0	1000.0	2789999	1274.8851	241.46486	1431.6384	-593.72723	-1276.2234	115.50662	21904.638597726822
280	8729.017	4693.1934	11774.912	-605.4688	12050.296	192.70746	12342.583	11778.592	1000.0	1000.0	2799999	1274.3401	243.04202	1428.0236	-289.41525	-1275.6036	105.33302	21978.934980630875
281	11305.416	431.5492	11933.249	10721.715	11090.688	3251.5474	12496.083	1372.827	1000.0	1000.0	2809999	1273.8363	247.82224	1430.7379	-285.02667	-1275.18	106.28761	22062.30510854721
282	11316.429	518.91003	11855.12	10090.745	12223.881	94.883965	12397.87	12106.046	1000.0	1000.0	2819999	1274.4075	245.1424	1495.7457	-712.61444	-1275.6967	109.50719	22134.845898866653
283	11274.591	375.42355	11731.588	10521.211	11852.65	362.441	12474.667	11295.789	1000.0	1000.0	2829999	1274.562	241.45692	1431.042	-679.06647	-1275.8616	99.8103	22207.261654615402
284	11041.472	1106.2195	11883.202	8173.792	12128.047	350.1836	12483.512	11350.543	1000.0	1000.0	2839999	1276.2861	239.7077	1432.5461	-470.13333	-1277.6691	104.78327	22279.858556985855
285	10885.174	1291.6193	11937.903	8155.3213	11947.651	246.61731	12292.59	11431.098	1000.0	1000.0	2849999	1276.5966	241.35474	1432.8053	-611.01074	-1277.942	107.55373	22352.233598709106
286	11612.088	326.35138	12183.255	11077.126	11982.174	823.41797	12690.318	9731.179	1000.0	1000.0	2859999	1278.2811	235.47736	1432.6681	-576.50806	-1279.6215	106.54931	22424.607020378113
287	10417.267	2544.298	12040.854	3177.4802	12387.412	218.78893	12664.677	12033.353	1000.0	1000.0	2869999	1277.5576	235.65858	1435.4562	-389.99014	-1278.8706	111.33005	22497.02022409439
288	11701.404	259.71478	11988.951	11088.334	12091.18	1210.4451	12774.68	8481.353	1000.0	1000.0	2879999	1276.8768	240.5764	1479.9974	-622.26984	-1278.2084	109.927284	22569.43848180771
289	11490.425	492.75623	12021.16	10273.914	12159.453	168.92467	12471.06	11951.586	1000.0	1000.0	2889999	1277.0138	243.46931	1437.1571	-575.00116	-1278.3466	114.07593	22641.894771575928
290	10856.362	1163.4265	12125.335	7975.0454	11818.623	1631.7108	12664.658	6955.4893	1000.0	1000.0	2899999	1278.5477	243.6262	1440.8016	-499.712	-1279.8817	118.01635	22714.384063482285
291	11378.138	659.2508	12048.962	9673.418	12233.824	181.40358	12423.644	11913.722	1000.0	1000.0	2909999	1278.2036	245.69427	1435.384	-953.1394	-1279.5364	124.09875	22787.00010085106
292	10509.534	2956.602	12089.743	1861.3671	12359.797	194.68575	12605.785	12002.847	1000.0	1000.0	2919999	1277.791	244.1092	1431.8157	-1182.496	-1279.0966	116.2488	22859.373107910156
293	11237.705	790.61615	11799.264	9086.757	11512.161	2426.8967	12805.71	4264.659	1000.0	1000.0	2929999	1276.0236	245.32153	1433.4532	-1028.314	-1277.3374	113.715225	22931.746259450912
294	11586.534	239.58476	12041.148	11209.356	12474.361	146.19412	12664.4	12112.532	1000.0	1000.0	2939999	1275.2122	251.67871	1437.6556	-823.50165	-1276.5107	122.30723	23004.2351872921
295	11482.108	486.17117	12026.445	10324.123	12052.7295	208.2267	12296.091	11553.425	1000.0	1000.0	2949999	1275.0624	248.25902	1433.1683	-662.8056	-1276.4081	113.13885	23076.719455480576
296	11410.691	724.53735	11972.485	9314.716	11392.635	3156.012	12687.557	1936.2399	1000.0	1000.0	2959999	1277.581	240.37517	1436.8645	-722.2592	-1278.9406	107.1992	23149.217834711075
297	10565.681	3182.5952	11994.084	1063.7185	12270.998	219.66055	12681.452	11775.53	1000.0	1000.0	2969999	1277.4894	241.55026	1561.5345	-722.9138	-1278.8087	113.1727	23221.717838287354
298	11146.13	1066.0365	11871.753	8003.1406	11392.833	1725.4401	12143.186	6243.793	1000.0	1000.0	2979999	1275.9733	244.70589	1438.0786	-777.56726	-1277.2264	112.1033	23294.20290708542
299	11428.664	386.614	11810.497	10670.108	11244.393	3532.4712	12718.5625	658.0874	1000.0	1000.0	2989999	1276.7098	240.67859	1430.0128	-932.2666	-1277.9946	107.11115	23366.917125463486
300	11310.596	793.52747	11915.729	9378.946	12397.721	250.04742	12679.683	11784.497	1000.0	1000.0	2999999	1274.872	247.52052	1430.0039	-814.00586	-1276.0969	107.72485	23439.244025468826
